"Hash","SizeBytes","FileCount","TotalFootprintBytes"
"FB8DFC3E647DE8E1ABC2AEDB03C4DD7E83E3D727D86DA9AF72E35FBFD7CB9D75","17451","2","34902"
"932CADE1C5802123B5831F332AD8A6297F0F7D14D0EE04F5A774408F393E2200","55","6","330"
"A8DBDF7949429097EA9374C7BC819733C1FFD5F6EA83BDB5AE90614728FD31BF","1998","2","3996"
"D0A00E4D6E9770B21C8D7426BD6B4EF35F8BF5AD369A4BDDCD9A3FF408FC12A3","1296","2","2592"
"5F4A739B4AC1B94DCF733CF7F722783C83222B5CFE7D7995EF8F14F356276BA4","83","2","166"
"67F4320768AF9E78D8BE9EFC494719897FA0FBF8EE8AFE89DFD24A9441A7C7BF","102","3","306"
"CA6A62C23E13E44B23D28C4385D04CE3EE186A30B3340701EF36BFB721A5451A","4284","2","8568"
"4219864D742F8F2BDA582C6AC520FA79C84CA07B6EF1588190E26DFE4C7B6E09","1173","4","4692"
"CFA72B62B9AE173078823A3796B25C027A9071046A263BEDDF966DF67018CE06","1068","3","3204"
"BA84D28D4235602F888F48BD3FFD21867EE8293EA99B7C2B6726500BA1BB3E2F","819","4","3276"
"CA28E569AE58B9D228EA1925EFD7E898BFB5F47996A9E4C36413F54E9F356BE2","809","38","30742"
"018CEA26225323A83989C26546C2750B8D096B062594C60C09150645744EA0EC","71","2","142"
"80FEA12D52DD256AB7B240F691ABD7797BBF68C2F0101477F1257E01D6DBEA95","172","2","344"
"7FFA473C27091B4B83D47DAC26E90298AB4ABD29FE63759B82E6C7FE4C019F2C","1840","2","3680"
"76C098C8BFDF0E8D84BE754BFF74D17753BC8C5441111F3801A185780A2FB04A","134","2","268"
"FBAADC2CB63860EA1AA06746CAA01490E4FA2D0458A94416503E77001C5F164B","17592","3","52776"
"16A208B54A4B620972BFA1D47A0F385B86F9D5D93ABE41F2B5B324518003054D","615","2","1230"
"32B45EA2217705123661CE1A0B1011ADAD6415F14AF167611D232BB671696017","1077","2","2154"
"DAB973BF13D8248FC5F6B2B0B7B3E87FD1DC92A71ABDC559FBCBB5C29ED48E63","1897","3","5691"
"9EDC67C3C914A8EB30A6D8CCC12D6CCF21937AF25BBD05B6176647DBBEC13B50","131","2","262"
"028EA6983438214B6D30942E47EE29D75868872AD885B3B112F3E3F6F879EAE1","157","2","314"
"8D4A4BB5BAEA6BBBC5F3F240124FC6C5BBFAD44FBC0C84A972FB9D6E48EC16BC","96","2","192"
"35530B1D5DFA1C1F42F3E1E04CA2B75D4BF90376AB67D8D164A3DB4E072C75F8","639","2","1278"
"826F812BD13CDCB6C3F803390833EF05C3BA97844C1BAFFF6F6C29B105D0E549","4146","2","8292"
"313FF8DF074B81D3E4F088FF3A3A06DF3D9B0D0C7F55469CCC2AC887ECB6B867","1080","2","2160"
"DF0BEE7603349633FE14A44F04E031D0B80778F6A49F2CA8961CF521B952572F","2903","2","5806"
"FFE645C3E1F35DCEDBC9A7075BF3491ED274DC00C576AB7591A620C966286D8C","682","2","1364"
"62BBC12BCF8902159ACC6CACFA44CB1C441701389425CFAD441F186FE09867C6","2664","2","5328"
"8C0C9B0F8B34966E0E8AD5158BBA82A8A54901713516AB0CA77C9DD54F645C82","4591","7","32137"
"918BBA46F117D8CEA3DB7D3541D142BB526D0B6397E5CB12BE4A6819519EE3D1","93","2","186"
"F723D4F045ED2834072C5EF8E444DCF6A659F4C7B608AEA3BE06FA4B9DE948A8","394","2","788"
"A1EEA01F7DF9EE13C8B40497E0F105CDB7A0B3583B2BCC41B84F6EB7A0124219","1337","2","2674"
"CEEB135ADAEB508FFEE8E97344839C4707A894532E1B53ACF3D2FD522A30104C","685","2","1370"
"043FBC2FA7A2BDDF965B0E3DC5E2954F6DC44A3ACD6201877BDCA7D82CE85AE7","696","2","1392"
"9E9E6EC10FA89F1A1B443F4A6C82EAA2C3D16836E1C138D4A5BBCD26B2DA4BC5","309","2","618"
"9A9AD798F6C6E9BEC9BB532CA304655C9B71F5524B56BCF92AEBB2B3EEAB6857","100","2","200"
"C0A59A835A6943A0FB0F8BD81FA2907F57081A101EC33A1EF60E118808869F63","17720","3","53160"
"69607A9EE51B63333D0E7EE20A38B52E1E96652A4BBC09C701D70835FBBFE10A","710","7","4970"
"EA47AF7FF8D963D45EE7C709FF83C5F0B58B00B970784857B510A8F3E99ADC09","1077","2","2154"
"CD913AC2AFFC3E467A63DD7ECA1D49D6F0E52C8452B305DEDF8964DEE249E108","4666","2","9332"
"CD46484B7D01FACCFE60761A7B41EDC7545284CAF0D01D27F5CAF365D6B50AA5","633","6","3798"
"9C203A163013DD77038363D1CEF2D40C0514B8DC548CFC6A87610EDC54DF14ED","126","2","252"
"CAB3E96EB45151F0551E23810FFDCE9B6D18376C07E8A46616750518113371C4","7585","2","15170"
"6CE1138C1E9B65FF8311E5609F7F00930FE28D2891D6E3966A7E4BE1E9ECA3D4","89","2","178"
"9002281FDB53E9695FE44FD42149447449C8833E0030450EA4CF4850A8DEEA00","66","2","132"
"6D32145186A58E39F241BCC7F325A60CB436B36F764E6E2B8EA0D2B62544623E","235","2","470"
"3A445C304CC9179972CE011A612812D518183F657741F2AF196C35941494543B","392","2","784"
"D4C4E50D7D59A176E660BB414ADE5D71093A2EB436238D7BE5C85E02EE527A2B","212","2","424"
"B0AA46EAC3BAE7C41FE13F305948E665B6C869B88F2555C38EC27D1E9C3B0C7A","11777","2","23554"
"6C9728EF222081F6473AB586419BF706AD83280B40DF5E48CC3510EEF7E4A0C8","7867","3","23601"
"E34F3AE0C1AFC5996E5BED18CB92D2F58EA313282CC38AA6DC6CF859F02C1BD0","1262","2","2524"
"163DF61EAA9F5337D5C0FCB3C0F15207F91A208DBD12ED26582BFC1E9BD59180","150","2","300"
"5D936E02A691844DE8A0DC40DB154E1DA5F344DF43FF0A6373E64C5E7848F336","32361","2","64722"
"80D8DD9B17745224E01D5256082E6A9F86DDDF3215C16259D99840AB1D08C0C3","1873","2","3746"
"140CD83E803FE7DB9E1D237E640D89780F6262F000DF3BC5CF7BCA353AB4330D","5382","2","10764"
"83FB425A7F2B7A147DB150FF74E556D14E34E1B7CC2FFB5B4F377EB56FA05784","932","2","1864"
"DEC59A6F849EDFC611FBBB24A4BFFFF41E37D65C7EE2E12325ADA2247E441AC6","14514101","3","43542303"
"28F2F7394B0BF2B9CB7B7291486AC40EE88DEEF39719F4C2FA67C75C2939D502","8000","9","72000"
"B2A2251C265920E355CF5542AC81D3535947C87DB99FB329EB9ADDFEE85515B4","456","2","912"
"B50702BFE7ED89624E6A5A9BE735730F02202D842849747ADDD9C1813DDE7880","103","2","206"
"4F00CDCBC3FFF045081BD475710EBDFBD88FA3150B4C49CDE93A9E8815286BD1","215","2","430"
"33C2A997C83DEB38209470736FB439FFE0FA89FC60DCF14650FC11481305BEF9","3364","3","10092"
"898F97B7FAB287B8DD26C0F8D91FAFE17BEC2578645A9741CE8242F3C70AE517","637","124","78988"
"2218BF79182FF1E9A101CA918A3C012B56390793F92CEBC9D8A394F9EA8D1A48","432","2","864"
"36B80AD892DC1C75F2111F1066F0775A1C2AF2AC78740661E92B7A21B3DF1C33","1454","19","27626"
"8D7714AAF4C8D19590A4304A3D1E418D5C0ABBE2D2CA65B58C12EEF36F68A588","80","2","160"
"AA5F9F7F969E92B30D2D3288E8927B47FAF38663F626C8E9AFC7F5A3B901C816","322","3","966"
"B810CA62397584B9055DBB6C6B8DE67695D6A5285CB52BE24E8861480F1D4D90","104","12","1248"
"05AC17A707686FF1390173BB317B62F39A8CD500AC7E5D2425953B7CF6135364","451","2","902"
"989B6AD2AD9D57A019E5D2659D38BFE326E4E33B9F24335A86F5FCFC68074EEC","588","5","2940"
"1D605F63430047574323F352893BA3C52FC73FBD1B52E47FA6DEC2EB375301A5","787","4","3148"
"9977A227B53BA946CDB13C7AB1F4F4F3886A12DA714E90AA9D27AD43BB533E1E","4919","19","93461"
"00779CF25C179C89FF359A5544DEA41850EFB1C227F5C081CAC04CF637FF53A8","9350","3","28050"
"5C7F95B57B471B07CE944F991CD0E5369E88C08CEF9AE5447C823AFA97E45AEF","2432","2","4864"
"13861A2C89FB0E793D0A6ABCA38A7B1995903F273B947CB2A9D12231AD02A6BE","202","2","404"
"D0150AC72ADD17B62D216824EED705E08BBFDB35C248022440250C5E3EE81F08","779","10","7790"
"E4D7AAFD02B5B5A9A31795C5E89DAA876EDC1780409AA11BA5919753F98291A8","802","4","3208"
"B16EE28C645CFF0FD718FFD709DC2721F0D380A532FE4337AA4EFF31C771F3DF","1468","2","2936"
"6E328B83AE7DE2ADCC970DEC7C05FEFF073D599D3DE656FCFE48BB0076A11DBD","1549","2","3098"
"3E6A21F8571491212953EACF1DF4024371F45F4BEE6BCA1994504FF26636E2BD","461","9","4149"
"1783961FBC52254EEFEAC9404465E76750B95AF2D4DEBF820DDB9A4510B134D3","999","2","1998"
"FC5EC368D2EFA95BA2BFD604320DEFF079E39AAA4FD54098493EA0C1D9DD783D","89","2","178"
"928240CEA26FFCDF3ABFCE6914880628190DAD7BB5779065D60D62E031DEC77A","2145","2","4290"
"0F8AA68CB42AB50A1EFD703EA658C20644773C3F3641855024B33833313A32AC","1075","6","6450"
"FB5AEA13E7FF037D082054A7D1859FDF0DBA61F6BCD135BF664B0F69D6D1A0F7","351","2","702"
"6E525A6239A4AA42EAF405A6AC2700AE7189A88E253D3931B003AC83E74659F9","129","2","258"
"05F101DAF300D3273BC67B8956AD13DD7FA949A4101E17F487D9F0C81D5F5F91","2567","3","7701"
"69D275F0A4D532AFF68A76F47EEC851DA3426C833C19889174638792DF16BE7A","2136","2","4272"
"10F8E25B2A1883E9DDC090A02E767993501FADFFEB3341BDC96BF1D666228E26","165","2","330"
"4032AB58A79EBAF1C8209463CA58A872BD4012B89C4A5987D1118C0DA6EC4E8D","113","4","452"
"CED1DE4C4502E2F287D94E385CD37E861069B556E7A21EC058AF8045920C1121","1462","2","2924"
"63D6032794AC80DDBC65E959FB33C086B5C0F95892040A2E009F58ADCF58A43D","772","2","1544"
"A811BE51E04AF7EAE955072BA86099C3C56860DD6D34F7144118B27416A78496","3156","2","6312"
"D0B0AD9D1696F9E15C2268AB173D784061DC47E373AE4F678F022C9C54F00AD8","1029","2","2058"
"ADD01BAE50C04473834AEE090357FBC39D70F902199BB357C5F9360C002F5DF5","111","2","222"
"4C5D4BF8BB5B737C64B2A961B1C4EC2E04A386D5CFA76F817E9E1A9567A405A6","367","2","734"
"493E1206E71D2A57E89D866015D3B6A4E2DEEDEA1BA4A7866380941279D47394","2163","2","4326"
"7C169A07F05130A5CDD1DA1D314AC2ECF20660CD6B39CEA0DC8B37C7F9A6FD54","2216","2","4432"
"A83603650092C978BDD882052DFA4DA21601C4ABB96324619E1A29924E30A064","316","2","632"
"AAFA02052EF8E08F3D69C19CCAED5AE1CA3558E9D3B96BC9AF1D5FCD26DCD30C","667","2","1334"
"0DE7EA736CB7807179D46DFAC09C830A9338E02B6A07DB12D7040CDE2DEF6025","176","3","528"
"D25DC3B703E37FF9DC8FD89E9EAB945994E86FDF87B88A890212714B10FD0660","220","3","660"
"D5C886EEE5865BF3AEFEC535E82E6E8CE815D01984B1F2A160E68013B324AD1B","20137","7","140959"
"D2C5C53F85CE0474B3A876D76C4FC44FF7BB766B14ED1BF495F9ABAC181D7F5F","780","2","1560"
"F7C86D46C5F206E675FB01CD7286FECD1B8B1A9E3AA1A8686CF8C9DAFD1C5CB2","426","12","5112"
"B1EB9B050DC48E20CC719A18A575F4E970EF4918CAD3DAD177E29FF4D3A0515F","176","2","352"
"055BED5347C1F3CD8112094E7E423DEE7032B03F87D425AC6BF91370B011592E","1082","2","2164"
"0D9E8E33E9D6E846EEE85DB4C4B3FF4C5DE03A10460FBFD20A96E96E433E8163","5444","3","16332"
"903E76E7CD794C5F7918B67847E3790F4C582948EAF75AB9FD43D62278B44BC3","644","2","1288"
"821143BBB074C65FD3017EC95224FFCA85BE45ED09511856177A3C03B2677D20","4834","4","19336"
"DC34F734AF2D68CB164493549F7BAA80F21574AEC5B71C4E20C027DDCC83A9B3","375","2","750"
"A59F57BECF11B4B3A5D87A51367A3EA699950E212A66721A1FE0A8AB630E0AAA","6149","2","12298"
"1A900F237B455BE250E05E5C1BF6B8EF7C8A2065A239C1FB8623BA3E9A1CB4D3","80","2","160"
"4699431200B93F8FCED125CE1C102A17C7B3D7BA6AAA17678D73C60DA438755F","9990","2","19980"
"48139603DC70729D3BAE6309E395BB0E099A0D46B4DDBDAA6489714B7575DA83","405","2","810"
"4CC0B3F1C5571B3E0B2080D7895834F931F669D08A35C6D928D3323E6CDF57F3","1590","2","3180"
"36786F21F74798A58880CABD1A05A02339BCE9CDA25AA7ABD0EAB87858DE9844","1982","2","3964"
"3B8BA0A765E1089D11BBA9A919D0D8789ECD9A6833EA078D8D9114E1DB093863","2261","2","4522"
"49B64C68E159A518707A06626E16DC826C6CBDEF853B568E83F0A0D8162B03B6","6952","3","20856"
"3645042D6E254CDB2789C657345127E8B6FEFE103220F9BC8BBB530DE387659B","127","3","381"
"6AA6C4416D30E2E4073E3C53CDB10DD2B02F6EE88D60D43B009E8576509F9EE4","289","4","1156"
"B1AB983F31E157D431D53CABBC4491346A4F29AA5A12C54AA99BE17E6E4D4456","3034","3","9102"
"48140A7006AF5C139510300BD70F23FC9A87B886B0BB14ED81B8D3F33858FC85","97","2","194"
"B499ABDCE9ECCAD68FFA1B5EF55A83494BD55A0AC8D0F2B47ECB3FE528BFD7EB","1632","2","3264"
"74CA7C69188414DE627E4E6857F42B1E63EDF09FC66BA68FE80DEC866F7E64BB","102","2","204"
"B61B15058833610F17197BFB60847926703E077B180DE684CCC50866906F6FB1","2281","2","4562"
"73D47498A1B73D5392D40FB42A3E7B009AE900C8423F4088C4FAA663CC508886","1222","2","2444"
"3A6FD60FD29DA2EE15C771D92E54A6773A74CD7A7B68C1510E2AFC25E0347E81","5913","3","17739"
"03190A7CA95D71C0E65F2915A58982FC998CAB7A0776EAC5827B7008BE7C08E3","3419","19","64961"
"13688D583A02D2AC63B7393DC7989613D443B462735C16844A6A4E26F161A060","10918","7","76426"
"8B4EB40C480966124894F6CD5754FA00D61CF8026C7546B96942BABB1B891B09","1037","2","2074"
"3CA3818DC9E81EE7E45F0E26792065F47FCCEE99B6150E76A94FCBB3D0306421","2983","4","11932"
"D15F6935226169495A99E67F15E73EA10417D2FF3C1DE155618F735777150374","187442","2","374884"
"25123FB4D77F814B227BEBED90087ABD50E85464F44241E799E01BF87A4373D6","4310","4","17240"
"3CEE02CE8EAE77840496C35347F0071B0EA7BF8284F54914E9D6D5045A2B3183","1648","2","3296"
"570564C232CD264543132C860FAA3587E29C7FC3FC66B75A12EFA17C3843011F","221","2","442"
"0D3FE03F4A50D8F3247F4A2938E53638E11975189FA031CB21289BBAC7B9753A","490","2","980"
"71454698C44182595FB982775F4074CE0D017FE2CFA3D97B2DEE63BBCF36771E","174","2","348"
"EF6DED37A16F8678C1DC96E35E051EC11778149DE25DBFE9060CEE4112CC2393","45569","2","91138"
"83FC47687A9315F35329DD01D987148CBA0E349C9554F37A0330D491F0DA4189","5373","5","26865"
"DC5BD53E52A1CCEEADD5E2427441D37B306A29C139AB0789D6C26A3C83360AAE","119","2","238"
"ACD34FC7841C8F4E1F60093A5AA1266B8119D7762FA609983945C625D589DC1D","940","2","1880"
"48904AAD673CB2583C632D0B7FBA3F6563ADE283EB9CBF0EF1728CE71CD59956","777","2","1554"
"43504E7AB93CBA4503FA62DFE8903FB0CC44E8812D586D8D6E47F985D3292FB5","442","2","884"
"DBFCB68D106C5A20B8EC84A91F9BEA6871F916B1964621DF5AC3D375D2069523","178","5","890"
"178BE915BDAF7F1A71586BD29DCABAD4DEE1EEF2903493674E62C15B2C525936","854","4","3416"
"35C5F5718660C4B43108F8CC59AF0D5F4A774BE8C07DBD3D091AA55549611077","970","2","1940"
"5FF747D462E779DBD1556F5CA7E9E39F3BD5E7659B86A625298B2C3936FB5F40","846","2","1692"
"BB406C3A2C29A16F554A1A72CEB31336A36CAB44843D9E734D50DEE950F515D5","1027","19","19513"
"79D5D44BEF3425179E430B82997AD5FB8ED18F5D7CBF41F87E63CF5A180B032A","758","2","1516"
"C0EDCBBFD8B86F1AD12699B61E3D4E053A9A26D40F49468DF0AB0405C9988EA9","1065","2","2130"
"4D8E8E8F64BD85FAB47BE9C03276D23D52421B18CDABE2962C8CAC38D5109459","905","5","4525"
"57CF6CD941B4A807BCBE69D3555BCEFD0DCA0EC77F459AD77DAC07B491F063D5","4128","2","8256"
"A7204FB5289344A0786E7E908CA02BACBCE56E686FA0CBC84F756AFDD70D3A07","454","3","1362"
"C56B604BCE814520105739E9559142EA9D4417454EBB933FD5687CA1D8D89BD5","652","8","5216"
"1C6D40E04D776737A7E54FCBC91B6D699EE557631D5863734F192601E32AFF3A","22580","2","45160"
"59692A7938AAB65EA812A8339BBC63C160D64097FE5A457906EA734D6F36BCD4","255","2","510"
"498729483227FF1F150FD2AD6E7C170F04D23E8475D4E9BC052BAA5B5222B3E7","115","2","230"
"C875666328BA2AF00B38693D6DE34E5D4118389FE8EB646E51EEE4727C2550D3","315","2","630"
"D775CEA48C4A2DA7B5B4DB8F8F8DAF3B637043E6481D3481F7644A731FF767ED","90","2","180"
"47030B9941BD9FF52F237587836D20D75881DE210A14E75174CA862EA499778A","1531","2","3062"
"3320319F8A5F42BC4254E65471ECA7A5EA4DC8C883C4C24B4868E36B14890BCF","1068","12","12816"
"3B7D0F5876DD7C33B8F2BF896178008283BE8E4A82495070DC638A922E202E07","3316","4","13264"
"486703EBDD06044D5AA5E845607A49F529DB9AA916B2F64B23FB7AB19E9CB3C2","857","2","1714"
"ADFB35F1ACC31A99032086D259599397140DA825F34924D31563B92EEBDC3E33","530","2","1060"
"270279599F3E47C06EB6855D1D01A9BABE3BAA4F8E2D41CF7A2BD312971849A5","213","2","426"
"F5773672904D5E6EDDCB99581B3117407489022FEC75353D640437C81E50FC61","601","4","2404"
"6594057DCE0703A5BBAFD2E1CE1D97315E3D76E5A14F51C3589239B62B8B9C77","17841","2","35682"
"3ECCCB51A79A3E57418ECF178085C452BA573767EC4A946CE67EBF60D3ADEA33","720","2","1440"
"73A2B1DEFE3519192BBE4CBC93BD5D6FF5096E9CB2A763990AC8C34AF8E4AFAB","114","2","228"
"9F57009F450A6A0321633A253769D0384F33813CFCE28B66EC108DEAEE017BF5","660","3","1980"
"C5F819E98615D7E3FA07E44E7482FC0F9794D24F7A9B09D79D5158EF625F8ECD","17438","5","87190"
"B2CC8A474B7657F4A03C67BAF6BFF75E26635FD4B5850675E8CAD524A09DDD0C","2324","2","4648"
"639EC1767C0388D766EE51651DC4D3CF9A4F7A7F71F6C731D073054CB65792C7","1311","4","5244"
"ECFD339763829833261B36E4139C70DB8817EA33AFE43E7A0394960F55309333","43492","2","86984"
"1451FFB639487A28074A05B6E78B4A3F1E0F626A725451104B9C1C66D3159E09","774","2","1548"
"CB823DB10C9317FC564C72570D514E8640A69FA3EEDA4BAD2B92C3DF9DD16C5F","2331","2","4662"
"452F3E92A2B9B305460A186DFB6492970D9D2F0342FE90C0EABD76986D3D6B9C","2595","3","7785"
"300A5EE65833A29418D7BA6AE7D78726A962D10E672F152B0D2059758F3438EA","3099","2","6198"
"CCB421DBC59FF3874968446DB503D3DCD80EF5A31E63522D531308552003FC6A","884","27","23868"
"CBD1A2B27F742CB6EE39727E43C54FCAF09D5E2BA99F7E7CA873AE5E258ADC3C","1384","2","2768"
"E7DC37BF662D7F786EFCB46C545615E70C1DAF458A38385521C63CF6607CDFE1","1600","8","12800"
"AAFC723357CAE2DA9A3F7B960423E88598549F32E6CB0BB03B175C743C4F4DDC","7014","5","35070"
"A070C84B93DAE30962644422426FE33157CC1F22E025CBB3FDEA5382873FB980","62","2","124"
"EBC349808B7A7FD42109F3E28348917841F9A2F718B4FC306AB3AA78616FCC98","9868","2","19736"
"B8903E4347BA78328892F8C30B45A8A0071E06C7BAE0B0A621035FBF36F75BCB","1043","2","2086"
"4DAB77B20756FA630D15A235ECF25393C8A7DBB0D6C2A6F4B57B9D4458A2E191","1063","5","5315"
"6CA21813441961F8262426FFC2EE459DD329718EEC71A6831E166D31E7ED70CE","1951","2","3902"
"6414B690000FBBC5B0BFC8F4B50F25398959D4B8A04B2F85C0AB93070E7A4DC4","4022","6","24132"
"574C03ABD37F81DA53563019FCD8D9FEF0940935D5423C0FF81C4FD451E12EFD","2111","19","40109"
"15AD17B25EAE9CE0A3F7AD4CDC1CF5CB6C24F4847B7932AD8AEE7227CB96BF22","1614","2","3228"
"6B3C05387FFEB20E6D872D8976F31A4316900F1321B94DA8B4D6BA3BE06B8D56","727","18","13086"
"292EAC6F475E9C4AD408C78BED542C26AB3DDD21C9E0D7D93A3E7FA0AF83584E","7875","2","15750"
"5BA2F5084FD47E90748BA6800E418D146A2167806B2318EB33B34FE3F68D70D6","33589","2","67178"
"43FE3432B7B0E95FF3A7056DFEE863F095338ED6E5BE50F97B7374DA9094B564","174","2","348"
"82BA38ACCC443119FAF32A6F410B0B122D39ED7C2A204BBF7924BC6B4DA5BFC0","1638","2","3276"
"B9B98D78C0A2BF0EFAC15847A9D91C80584FC235B43CE0102356D64C51367B0E","65485","2","130970"
"FBE9651CFEC6D6E249B55329DE96775D3971CD1D24E9B1B9ECDAF9A5E1CF99D4","3188","2","6376"
"A0B7E4B84B52F872A363CE25AA5232EFB617442DDE54AD6920E50C0AA1DD933E","5383","3","16149"
"C676318713B0CC0B33B5EB7F83C6DFAA6DCA8FDEF97CEF50F99A5C95B1127CE0","1457","4","5828"
"C4E5362A706673374C28BB4C5A680DAAE015970588950051148FE286845495FC","362","5","1810"
"5BD21CD1D746B6A06CADDDDBC6CA0F9AA1376634470BFFFB676CA17AACB0467A","816","2","1632"
"17490EB9E0E77150EF2C209910141ADC274434FFD3F00E0AFF1FFF883D06B5AA","3625","4","14500"
"DABAF61FDBC0E73398FA16D1F58FE6C71FE9630C3AE7667F18E5369FC3BA2BB1","738","4","2952"
"060DA89F2161144C1162638D1B040DCB425E3658FB95A361993DEE446A096F17","16384","3","49152"
"B8B61867966EC5642EF89BDAFA24410CD0B2EB27145A27D65CC465F079880B96","469","3","1407"
"9EE6469715AC691DFD876FA8A5C6AB9B53659801E80B5605526CD1440447FDF5","664","3","1992"
"E0E2DEEE393645226939FDAB49C6121EF143E46F38B41CFB6D154C42D4C804E2","4146","9","37314"
"8BB6FA7B47654528C85C69A45EF36475EBA97B53BC66AFEF1A9CD8366897FE9E","4895","2","9790"
"A3F98123DA4D20757BAAFDD297E718F5EF92D65FB00A69EE0EEBCCE71DCA0954","7969","7","55783"
"ED359DE1E527DEDEED1EA1985B4DB6E48F69C92F00083AF8CCE7DDB77B16AB12","441","2","882"
"C245F405061E1150F378FF297530E932970BA853DFC1BB230A5F8AF919FFB036","577","2","1154"
"74E93284B6EB794E7793328D4249F90522C96FF5C0DB1E96605FFC4B2D26FD1A","5193","4","20772"
"187446CF54F231493F50E40F60BF24BC9650B8345A92DAFAF73F4F94F30BAB67","119","2","238"
"F9281159248BB5BB773D5C842BC9435D33887011950C7E8A6983465D6E6071D3","2529","2","5058"
"59D3A80F1B0406747F45ABBE0A9809E4E9D7BA711C53968ED4BCEDCC47146234","88","2","176"
"3738A8590946C0F860362FE895EC40D94C0663EA691D15C66FBB441BCF8197DE","403","2","806"
"F36546095058A8573F1F623291DDE7D5ED3AC6B3A9AC194305987C4901D9C35C","6348","2","12696"
"A184FAA9F71C372F3C5EE7BA28FC96E852FBAA2460CFFD5C5AD291BD31CBD50D","24","2","48"
"ED7C4442D47459C0AF10E743BBF41D7ABA5ACFA0D4AB762A0A6C3F02A11B6EED","859","2","1718"
"4D2CE47F10AFCFA0CB4074A72EE4395676E9A9FBCB941653BBE91E117063494A","151","2","302"
"CFFC99B6CFBF9EFE5FEAA9A921D4ED77FEC43CB7E946DAD28322C7CC3017C25C","2246","8","17968"
"02AE26406508E28F9BA0865BE16CF77F0B33DE6C4D4D49C212C4176DF1D5625A","479","2","958"
"90AF4602B15C438963EA690BB9EA1AA64392529AD1DE5345A67838DD836B508D","6376","5","31880"
"1C730268FD97CDEF6B626FE30D4CF7A231EFB2EAAFCE0322FC511CB483B586A3","4149","2","8298"
"15D40EAEC0122ACBD93875A39DEB2115E7C36F1320FC32395D39DEEE3B142692","7999","2","15998"
"5296749AB1220587E60C9DE3D0353760C4A9335D9CB8CA439A6A39D1CB48CC1B","8081","2","16162"
"BE4F66BDD071589CE86EBE1C79C37BBB3AD825FE246DFF46FA0D06922D7974EF","11519","3","34557"
"8FC5F370EB4F8F350C21B720B4C30DF51F9D57E42CD2E56CEA22F7DF86551EE7","466","2","932"
"490E0998DD80A59BDE9B6D1311549EE8742C909B1132AF82ED9E9BC4287B5B57","769","4","3076"
"37DAE653AB5251930B20872DD3894D123811F873394D37ABFC1264FCB4B284BA","1150","3","3450"
"93DB62C7390F51EA7A94756A09ACEC38B3FF1850453D47600C7A4DDA903B2CDA","1554","2","3108"
"28000BAC33F3CF7D14004FC90B27BD024AA8B021835E2DCB98585A57ABC6C4AC","1380","2","2760"
"11F2AAFB37D06B3EE5BDAF06E9811141D0DA05263C316F3D627F45C20D43261B","2338","10","23380"
"A9A7BDABD6E9A43B2CB27156B18EB982EEF935E671AC7CEBDFD3FD00F078E26F","3274","2","6548"
"59523693B512BBB92328C2A07AE28326370124896DB3F50A0231F4941E130A83","8080","2","16160"
"C440D3D5DFCA9F418853A151B63C2CD0AAD02398D5AF4646281305987D92EB37","2893","2","5786"
"EA2B3F60E5E04E2FEE1A7AF2142C891A0E803F496E4FE74B92FDE18BFAD1FDF5","812","2","1624"
"0CF1F46CEEE4B380298DB6E6A54F14D345ABE09ABD5F650CBC20C8AC2AB27744","1021","6","6126"
"2C57AF4603423AC160C1F33DC65AAE6105927280357BEFE9672A1FE179A6BEC2","1132","2","2264"
"92C8C8F658C52796549438F4B1EE07B298C71402560F8BB2323CFFCECDD2E3AA","156","2","312"
"8742CA1E3084FEACFAB0E818BE1945572A7C9B46893FE40C237F25DC62C7D563","599","2","1198"
"B766B7FF30B15C8C8DAC84B31469FE4AEA72EE9CDD25E5319197174111919D11","4648","2","9296"
"D56766AC02C001A4F808C99281E466C4ED004118169E1D93B1B383DBE8EBFDBC","2502","5","12510"
"DEC408B8527E51D8068C04E5416EE53C7BF95D35D60F3F90BF9493AEC2C9E895","691","13","8983"
"66B5FF63A68F842A061D0A1B6C28895A70E8BD7E41C2ECCA1EB3CDBA053A9830","997749","2","1995498"
"81B33C18AE4A3BE77F7B9971FCC2D2E7B2BC6A20CF250C595D6153F3F5FF3874","1089","3","3267"
"AE539E74C9B7984398068ECBA749588E2B1C71076AB86A9E225F2F13A70656CA","100","2","200"
"C7B3C9D1C73E40EF875E106AF3554BC8C650EA8E7BB2F1A32A3AB2C5867BC5CE","103956","3","311868"
"80A0B6EEBC988B7BCC23F08B9139DA14F8142EE25E6B42D2F56115B64449E155","3192","2","6384"
"E6AB12310152E9250F5D2BDA08636DD1ED77DF22BD12C24963074C0E4F6F9735","338","2","676"
"E1A2EF960089EDB01314271B4C058282C4F2C1A7592684DBDAC906F375EA5009","9486","2","18972"
"C178B152E9291DFF5E8A67DF8A1D28013FCFBE576AB1B0AF3A85651B8D6F9C0A","578","2","1156"
"7864F34EC4612D5123273DA4FA394F987A2023C26FC378FEB92BFB5D13825A39","41981","2","83962"
"51B6990923FDEFF65C3580C29B47120887C58D3B19C59A0047770B40704D465D","1966","4","7864"
"8054DA24A9F6077CA537FF376FD77BCBCB070AAA92B2812F2587F67CFDAEAA6B","1119","2","2238"
"770625067BB27A20B9826255A8D47B6B5B0A2D3DFCBD21F89904C731F671BA77","232","2","464"
